"seqnames","start","end","width","strand","category","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","SYMBOL"
"chr1",95035456,95035883,428,"*","Shared","Exon (ENST00000495856.1/199857, exon 4 of 4)",1,94983550,95027203,43654,2,"199857","ENST00000507727.2",-8253,"ALG14"
"chr1",96362597,96363014,418,"*","Shared","Intron (ENST00000435311.1/101928241, intron 1 of 5)",1,96254069,96374125,120057,2,"101928241","ENST00000435311.1",11111,"LINC01787"
"chr1",96598271,96598983,713,"*","Shared","Distal Intergenic",1,96721665,96813711,92047,1,"58155","ENST00000482253.5",-122682,"PTBP2"
"chr1",97145261,97145964,704,"*","Shared","Intron (ENST00000422980.1/100873932, intron 1 of 4)",1,97095923,97322955,227033,1,"100873932","ENST00000422980.1",49338,"DPYD-AS1"
"chr1",97384394,97385223,830,"*","Shared","Intron (ENST00000370192.8/1806, intron 14 of 22)",1,97265446,97296147,30702,1,"100873932","ENST00000630798.1",118948,"DPYD-AS1"
"chr1",98323968,98324312,345,"*","Shared","Distal Intergenic",1,98210747,98272658,61912,1,"729987","ENST00000418344.1",113221,"LINC01776"
"chr1",98326060,98326410,351,"*","Shared","Distal Intergenic",1,98210747,98272658,61912,1,"729987","ENST00000418344.1",115313,"LINC01776"
"chr1",98496317,98496680,364,"*","Shared","Distal Intergenic",1,98661701,98760498,98798,1,"51375","ENST00000529992.5",-165021,"SNX7"
"chr1",99495992,99496452,461,"*","Shared","Intron (ENST00000635551.1/101928270, intron 2 of 4)",1,99472332,99493149,20818,2,"101928270","ENST00000634316.1",-2843,"LINC01708"
"chr1",99570366,99570934,569,"*","Shared","Intron (ENST00000635551.1/101928270, intron 2 of 4)",1,99472386,99600995,128610,2,"101928270","ENST00000635551.1",30061,"LINC01708"
"chr1",99590730,99591234,505,"*","Shared","Intron (ENST00000635551.1/101928270, intron 2 of 4)",1,99472386,99600995,128610,2,"101928270","ENST00000635551.1",9761,"LINC01708"
"chr1",100597161,100597597,437,"*","Shared","Distal Intergenic",1,100627049,100640613,13565,2,"100128787","ENST00000416343.2",43016,"LINC01349"
"chr1",100713694,100714060,367,"*","Shared","Distal Intergenic",1,100719742,100738613,18872,1,"7412","ENST00000370119.8",-5682,"VCAM1"
"chr1",101174671,101175252,582,"*","Shared","Distal Intergenic",1,101150615,101164619,14005,1,"101928334","ENST00000685379.1",24056,"LOC101928334"
"chr1",101592927,101593268,342,"*","Shared","Distal Intergenic",1,101639509,101729536,90028,1,"105378872","ENST00000668955.1",-46241,"LINC01709"
"chr1",101653535,101654041,507,"*","Shared","Intron (ENST00000668955.1/105378872, intron 2 of 3)",1,101639586,101787572,147987,1,"105378872","ENST00000635702.1",13949,"LINC01709"
"chr1",103220670,103221098,429,"*","Shared","Distal Intergenic",1,103001079,103108872,107794,2,"1301","ENST00000645458.1",-111798,"COL11A1"
"chr1",107936581,107936941,361,"*","Shared","Intron (ENST00000370056.9/10451, intron 1 of 26)",1,107770659,107963500,192842,2,"10451","ENST00000530671.1",26559,"VAV3"
"chr1",109783460,109784056,597,"*","Shared","Distal Intergenic",1,109750081,109764027,13947,2,"79574","ENST00000369805.7",-19433,"EPS8L3"
"chr1",111538341,111538918,578,"*","Shared","Intron (ENST00000369717.8/57413, intron 1 of 5)",1,111542218,111713113,170896,1,"5906","ENST00000356415.5",-3300,"RAP1A"
"chr1",111778283,111779109,827,"*","Shared","Exon (ENST00000302127.5/3752, exon 6 of 8)",1,111776819,111782751,5933,2,"3752","ENST00000703640.1",3642,"KCND3"
"chr1",112026917,112027566,650,"*","Shared","Distal Intergenic",1,111990536,111998842,8307,1,"643355","ENST00000438293.1",36381,"LINC01750"
"chr1",112403980,112404846,867,"*","Shared","Intron (ENST00000271277.11/55917, intron 1 of 5)",1,112396519,112456306,59788,1,"55917","ENST00000441739.1",7461,"CTTNBP2NL"
"chr1",112513242,112513734,493,"*","Shared","Promoter (1-2kb)",1,112514752,112516417,1666,1,"7482","ENST00000478360.1",-1018,"WNT2B"
"chr1",112515578,112516023,446,"*","Shared","Promoter (<=1kb)",1,112514752,112516417,1666,1,"7482","ENST00000478360.1",826,"WNT2B"
"chr1",114320505,114320983,479,"*","Shared","Distal Intergenic",1,114206427,114262278,55852,2,"107985443","ENST00000420156.2",-58227,"LOC107985443"
"chr1",115133443,115133994,552,"*","Shared","Distal Intergenic",1,115099580,115102686,3107,1,"105378916","ENST00000448680.2",33863,"LINC01765"
"chr1",115190002,115190487,486,"*","Shared","Distal Intergenic",1,115099580,115102686,3107,1,"105378916","ENST00000448680.2",90422,"LINC01765"
"chr1",115302419,115302949,531,"*","Shared","Intron (ENST00000425449.1/112840934, intron 1 of 1)",1,115283034,115368072,85039,1,"112840934","ENST00000425449.1",19385,"NGF-AS1"
"chr1",115545319,115546569,1251,"*","Shared","Distal Intergenic",1,115621872,115622005,134,2,"124900438","ENST00000384771.1",75436,"LOC124900438"
"chr1",115705230,115705863,634,"*","Shared","3' UTR",1,115671144,115684076,12933,1,"81839","ENST00000474344.1",34086,"VANGL1"
"chr1",115706576,115706990,415,"*","Shared","3' UTR",1,115671144,115684076,12933,1,"81839","ENST00000474344.1",35432,"VANGL1"
"chr1",115748381,115749106,726,"*","Shared","Intron (ENST00000713711.1/845, intron 2 of 11)",1,115698038,115768714,70677,2,"845","ENST00000713711.1",19608,"CASQ2"
"chr1",115782841,115783550,710,"*","Shared","Intron (ENST00000713728.1/845, intron 1 of 11)",1,115700021,115793195,93175,2,"845","ENST00000713728.1",9645,"CASQ2"
"chr1",115865850,115866387,538,"*","Shared","Distal Intergenic",1,115836377,115841126,4750,2,"4808","ENST00000320238.3",-24724,"NHLH2"
"chr1",116207280,116207632,353,"*","Shared","Distal Intergenic",1,116278606,116278821,216,1,"124904669","ENST00000408113.2",-70974,"LOC124904669"
"chr1",116346943,116347475,533,"*","Shared","Distal Intergenic",1,116372668,116388155,15488,1,"476","ENST00000418797.5",-25193,"ATP1A1"
"chr1",116487963,116488405,443,"*","Shared","Distal Intergenic",1,116493350,116502634,9285,1,"112268235","ENST00000660250.1",-4945,"LOC112268235"
"chr1",116508877,116509775,899,"*","Shared","Distal Intergenic",1,116493350,116502634,9285,1,"112268235","ENST00000660250.1",15527,"LOC112268235"
"chr1",116777803,116778316,514,"*","Shared","Distal Intergenic",1,116754467,116755021,555,1,"914","ENST00000369477.1",23336,"CD2"
"chr1",116820253,116820705,453,"*","Shared","Distal Intergenic",1,116754467,116755021,555,1,"914","ENST00000369477.1",65786,"CD2"
"chr1",117093158,117093516,359,"*","Shared","Promoter (<=1kb)",1,117092787,117101749,8963,1,"8458","ENST00000492682.5",371,"TTF2"
"chr1",117095027,117095765,739,"*","Shared","Promoter (<=1kb)",1,117095325,117101656,6332,1,"8458","ENST00000463696.1",0,"TTF2"
"chr1",117121714,117122189,476,"*","Shared","Promoter (<=1kb)",1,117111060,117121749,10690,2,"80263","ENST00000256649.9",0,"TRIM45"
"chr1",117146758,117148127,1370,"*","Shared","3' UTR",1,117112185,117122587,10403,2,"80263","ENST00000369461.3",-24171,"TRIM45"
"chr1",117169878,117170386,509,"*","Shared","5' UTR",1,117143587,117173266,29680,2,"79679","ENST00000359008.8",2880,"VTCN1"
"chr1",117171864,117172465,602,"*","Shared","Promoter (<=1kb)",1,117143587,117173266,29680,2,"79679","ENST00000359008.8",801,"VTCN1"
"chr1",117231868,117232961,1094,"*","Shared","Distal Intergenic",1,117143588,117210960,67373,2,"79679","ENST00000328189.7",-20908,"VTCN1"
"chr1",117839030,117839413,384,"*","Shared","Distal Intergenic",1,117870184,117887733,17550,2,"54834","ENST00000491626.5",48320,"GDAP2"
"chr1",118122403,118123208,806,"*","Shared","Intron (ENST00000336338.10/200162, intron 3 of 48)",1,118085978,118087162,1185,2,"200162","ENST00000463628.1",-35241,"SPAG17"
"chr1",118147384,118148342,959,"*","Shared","Intron (ENST00000336338.10/200162, intron 3 of 48)",1,118150397,118185223,34827,2,"200162","ENST00000465053.1",36881,"SPAG17"
"chr1",118158888,118159288,401,"*","Shared","Intron (ENST00000336338.10/200162, intron 1 of 48)",1,118150397,118185223,34827,2,"200162","ENST00000465053.1",25935,"SPAG17"
"chr1",118325614,118326051,438,"*","Shared","Distal Intergenic",1,118185349,118207051,21703,1,"105378930","ENST00000664031.1",140265,"LOC105378930"
"chr1",118339108,118339627,520,"*","Shared","Distal Intergenic",1,118185349,118207051,21703,1,"105378930","ENST00000664031.1",153759,"LOC105378930"
"chr1",118862284,118863294,1011,"*","Shared","Distal Intergenic",1,118883047,118914125,31079,2,"6913","ENST00000449873.5",50831,"TBX15"
"chr1",119008850,119009541,692,"*","Shared","Distal Intergenic",1,119000618,119001405,788,2,"105378933","ENST00000449439.1",-7445,"LOC105378933"
"chr1",119080483,119081028,546,"*","Shared","Promoter (1-2kb)",1,119034129,119082541,48413,2,"10352","ENST00000497402.1",1513,"WARS2"
"chr1",119279286,119279880,595,"*","Shared","Intron (ENST00000655614.1/ENST00000655614.1, intron 1 of 1)",1,119327399,119330815,3417,1,"105378934","ENST00000420059.6",-47519,"LINC01780"
"chr1",119554134,119554481,348,"*","Shared","Distal Intergenic",1,119597702,119599271,1570,2,"644242","ENST00000562811.1",44790,"LINC00622"
"chr1",119673460,119675260,1801,"*","Shared","Intron (ENST00000641597.1/26227, intron 3 of 14)",1,119659798,119734676,74879,1,"26227","ENST00000493622.5",13662,"PHGDH"
"chr1",119787885,119788405,521,"*","Shared","Distal Intergenic",1,119748384,119768905,20522,2,"3158","ENST00000544913.2",-18980,"HMGCS2"
"chr1",144998752,144999021,270,"*","Shared","Intron (ENST00000612199.4/647135, intron 2 of 9)",1,144897236,144955446,58211,2,"647135","ENST00000621582.1",-43306,"SRGAP2B"
"chr1",147166911,147167884,974,"*","Shared","Exon (ENST00000254101.4/5565, exon 3 of 8)",1,147159219,147162510,3292,2,"5565","ENST00000496858.1",-4401,"PRKAB2"
"chr1",147676004,147677094,1091,"*","Shared","Distal Intergenic",1,147642230,147670524,28295,2,"51205","ENST00000583509.7",-5480,"ACP6"
"chr1",148372162,148372565,404,"*","Shared","Intron (ENST00000638958.1/105371225, intron 1 of 6)",1,148362370,148362533,164,2,"101954273","ENST00000384610.1",-9629,"RNVU1-1"
"chr1",149995846,149996259,414,"*","Shared","Intron (ENST00000581312.6/56957, intron 1 of 11)",1,149947291,150010675,63385,2,"56957","ENST00000417191.2",14416,"OTUD7B"
"chr1",151199901,151200513,613,"*","Shared","Promoter (1-2kb)",1,151198725,151227361,28637,1,"8394","ENST00000454769.2",1176,"PIP5K1A"
"chr1",151314156,151314498,343,"*","Shared","Intron (ENST00000368874.8/5298, intron 2 of 10)",1,151303354,151306433,3080,2,"5298","ENST00000460323.1",-7723,"PI4KB"
"chr1",154474787,154475066,280,"*","Shared","Intron (ENST00000486773.1/126669, intron 1 of 1)",1,154469772,154486044,16273,2,"126669","ENST00000486773.1",10978,"SHE"
"chr1",155763511,155763834,324,"*","Shared","Exon (ENST00000368331.6/54856, exon 22 of 32)",1,155754017,155757967,3951,2,"54856","ENST00000460075.1",-5544,"GON4L"
"chr1",158010452,158011746,1295,"*","Shared","Intron (ENST00000360089.8/55243, intron 1 of 12)",1,158025550,158031166,5617,1,"100505785","ENST00000419415.1",-13804,"KIRREL1-IT1"
"chr1",158028932,158029292,361,"*","Shared","Intron (ENST00000360089.8/55243, intron 1 of 12)",1,158025550,158031166,5617,1,"100505785","ENST00000419415.1",3382,"KIRREL1-IT1"
"chr1",158145014,158145574,561,"*","Shared","Promoter (1-2kb)",1,158132046,158146886,14841,2,"646268","ENST00000654630.1",1312,"LINC01704"
"chr1",162092031,162092491,461,"*","Shared","Intron (ENST00000361897.10/9722, intron 1 of 9)",1,162070090,162367492,297403,1,"9722","ENST00000430120.3",21941,"NOS1AP"
"chr1",162213324,162214100,777,"*","Shared","Intron (ENST00000361897.10/9722, intron 2 of 9)",1,162167905,162175243,7339,2,"105371475","ENST00000671049.1",-38081,"LOC105371475"
"chr1",162249034,162249329,296,"*","Shared","Intron (ENST00000361897.10/9722, intron 2 of 9)",1,162316852,162317794,943,2,"124904445","ENST00000447899.1",68465,"LOC124904445"
"chr1",162538709,162539388,680,"*","Shared","Distal Intergenic",1,162561722,162562544,823,1,"6675","ENST00000476240.1",-22334,"UAP1"
"chr1",162676029,162676430,402,"*","Shared","Intron (ENST00000446985.6/4921, intron 2 of 17)",1,162632465,162787400,154936,1,"4921","ENST00000367922.7",43564,"DDR2"
"chr1",162690772,162691396,625,"*","Shared","Intron (ENST00000446985.6/4921, intron 2 of 17)",1,162632465,162787400,154936,1,"4921","ENST00000367922.7",58307,"DDR2"
"chr1",163035706,163036260,555,"*","Shared","Distal Intergenic",1,163068775,163076802,8028,1,"5999","ENST00000421743.6",-32515,"RGS4"
"chr1",164611565,164612258,694,"*","Shared","Intron (ENST00000420696.7/5087, intron 2 of 8)",1,164605193,164847071,241879,1,"5087","ENST00000468104.5",6372,"PBX1"
"chr1",167763575,167764068,494,"*","Shared","Promoter (<=1kb)",1,167765058,167788012,22955,1,"9019","ENST00000474729.5",-990,"MPZL1"
"chr1",168261442,168261769,328,"*","Shared","Distal Intergenic",1,168245565,168247343,1779,2,"84832","ENST00000358576.4",-14099,"ANKRD36BP1"
"chr1",168483576,168483952,377,"*","Shared","Exon (ENST00000702086.1/101928565, exon 5 of 5)",1,168485118,168495640,10523,2,"101928565","ENST00000702283.1",11688,"LOC101928565"
"chr1",168708998,168710192,1195,"*","Shared","Intron (ENST00000367817.4/1805, intron 2 of 3)",1,168695468,168729206,33739,2,"1805","ENST00000367817.4",19014,"DPT"
"chr1",168918983,168919546,564,"*","Shared","Intron (ENST00000650631.1/1805, intron 4 of 8)",1,168790072,168792886,2815,1,"79100","ENST00000665467.1",128911,"LINC00626"
"chr1",169999300,169999850,551,"*","Shared","Intron (ENST00000367765.5/22920, intron 10 of 19)",1,170024468,170032210,7743,2,"22920","ENST00000474292.1",32360,"KIFAP3"
"chr1",170296688,170297077,390,"*","Shared","Intron (ENST00000666308.1/105371609, intron 1 of 1)",1,170271395,170284277,12883,2,"284688","ENST00000440404.6",-12411,"LINC01142"
"chr1",170585818,170586891,1074,"*","Shared","Distal Intergenic",1,170544640,170552276,7637,1,"92344","ENST00000475113.1",41178,"GORAB"
"chr1",170592549,170593096,548,"*","Shared","Distal Intergenic",1,170544640,170552276,7637,1,"92344","ENST00000475113.1",47909,"GORAB"
"chr1",170698599,170699368,770,"*","Shared","Intron (ENST00000553786.1/5396, intron 2 of 2)",1,170722617,170736399,13783,1,"5396","ENST00000476867.6",-23249,"PRRX1"
"chr1",170895721,170896246,526,"*","Shared","Intron (ENST00000669750.1/105371611, intron 3 of 4)",1,170935526,170998806,63281,1,"80133","ENST00000367758.7",-39280,"MROH9"
"chr1",171127362,171128106,745,"*","Shared","Intron (ENST00000669750.1/105371611, intron 3 of 4)",1,171137740,171161568,23829,1,"388714","ENST00000367754.3",-9634,"FMO6P"
"chr1",171434870,171435433,564,"*","Shared","Distal Intergenic",1,171485530,171593511,107982,1,"23215","ENST00000647382.2",-50097,"PRRC2C"
"chr1",172254550,172255727,1178,"*","Shared","Intron (ENST00000688173.1/26052, intron 14 of 14)",1,172138397,172144840,6444,2,"100628315","ENST00000417354.3",-109710,"DNM3OS"
"chr1",172460919,172461322,404,"*","Shared","Intron (ENST00000367727.9/92346, intron 4 of 6)",1,172452893,172468831,15939,1,"92346","ENST00000367725.4",8026,"C1orf105"
"chr1",172638884,172639708,825,"*","Shared","Distal Intergenic",1,172659103,172666876,7774,1,"356","ENST00000367721.3",-19395,"FASLG"
"chr1",172902815,172903270,456,"*","Shared","Intron (ENST00000432694.2/ENST00000432694.2, intron 1 of 4)",1,173039202,173050941,11740,2,"8995","ENST00000404377.5",147671,"TNFSF18"
"chr1",172969694,172970614,921,"*","Shared","Intron (ENST00000432694.2/ENST00000432694.2, intron 1 of 4)",1,173039202,173050941,11740,2,"8995","ENST00000404377.5",80327,"TNFSF18"
"chr1",173267205,173267881,677,"*","Shared","Intron (ENST00000714452.1/7292, intron 2 of 6)",1,173183731,173207331,23601,2,"7292","ENST00000281834.4",-59874,"TNFSF4"
"chr1",173507243,173507987,745,"*","Shared","Intron (ENST00000367714.4/284525, intron 24 of 27)",1,173417793,173489407,71615,2,"101928673","ENST00000669220.1",-17836,"PRDX6-AS1"
"chr1",176183645,176184038,394,"*","Shared","Promoter (<=1kb)",1,175944832,176184664,239833,2,"64326","ENST00000367666.5",626,"COP1"
"chr1",178238747,178239389,643,"*","Shared","Intron (ENST00000367649.8/9462, intron 1 of 17)",1,178230310,178478879,248570,1,"9462","ENST00000696605.1",8437,"RASAL2"
"chr1",178344593,178345143,551,"*","Shared","Intron (ENST00000367649.8/9462, intron 3 of 17)",1,178341471,178484147,142677,1,"9462","ENST00000462775.5",3122,"RASAL2"
"chr1",179175161,179175938,778,"*","Shared","Intron (ENST00000502732.6/27, intron 1 of 11)",1,179201487,179201627,141,1,"124900429","ENST00000364749.1",-25549,"LOC124900429"
"chr1",180510288,180510763,476,"*","Shared","Promoter (<=1kb)",1,180509380,180566523,57144,1,"148756","ENST00000673955.1",908,"OVAAL"
"chr1",180570917,180571594,678,"*","Shared","Distal Intergenic",1,180561591,180566516,4926,1,"148756","ENST00000660699.1",9326,"OVAAL"
"chr1",181135747,181136389,643,"*","Shared","Distal Intergenic",1,181174484,181182208,7725,1,"101928973","ENST00000435023.1",-38095,"LINC01732"
"chr1",182186043,182186760,718,"*","Shared","Intron (ENST00000663078.1/400799, intron 2 of 4)",1,182129310,182244399,115090,2,"400799","ENST00000608183.1",57639,"LINC01344"
"chr1",182215617,182216237,621,"*","Shared","Intron (ENST00000663078.1/400799, intron 1 of 4)",1,182129310,182244399,115090,2,"400799","ENST00000608183.1",28162,"LINC01344"
"chr1",182289915,182290534,620,"*","Shared","Intron (ENST00000663078.1/400799, intron 1 of 4)",1,182119280,182293345,174066,2,"400799","ENST00000653755.1",2811,"LINC01344"
"chr1",182752209,182753112,904,"*","Shared","Distal Intergenic",1,182789293,182830384,41092,1,"80896","ENST00000488424.5",-36181,"NPL"
"chr1",183097382,183097744,363,"*","Shared","Promoter (<=1kb)",1,183096544,183110631,14088,1,"3915","ENST00000484114.2",838,"LAMC1"
"chr1",183278946,183279755,810,"*","Shared","Promoter (<=1kb)",1,183252424,183278685,26262,2,"23057","ENST00000464047.1",-261,"NMNAT2"
"chr1",183402896,183404034,1139,"*","Shared","Intron (ENST00000287713.7/23057, intron 1 of 10)",1,183248237,183418380,170144,2,"23057","ENST00000287713.7",14346,"NMNAT2"
"chr1",183757067,183757450,384,"*","Shared","Intron (ENST00000304685.8/23179, intron 2 of 18)",1,183805120,183928532,123413,1,"23179","ENST00000360851.4",-47670,"RGL1"
"chr1",184056918,184057623,706,"*","Shared","Intron (ENST00000423085.7/116461, intron 3 of 3)",1,184054361,184055069,709,1,"116461","ENST00000457455.1",2557,"TSEN15"
"chr1",184887883,184889058,1176,"*","Shared","Promoter (1-2kb)",1,184887739,184890185,2447,2,"116496","ENST00000496299.1",1127,"NIBAN1"
"chr1",184966162,184966855,694,"*","Shared","Intron (ENST00000367511.4/116496, intron 1 of 13)",1,184791032,184974508,183477,2,"116496","ENST00000367511.4",7653,"NIBAN1"
"chr1",185483907,185484453,547,"*","Shared","Distal Intergenic",1,185558376,185628492,70117,2,"101929093","ENST00000665129.1",144039,"LINC01350"
"chr1",185565110,185565629,520,"*","Shared","Exon (ENST00000439633.7/101929093, exon 4 of 6)",1,185558376,185628492,70117,2,"101929093","ENST00000665129.1",62863,"LINC01350"
"chr1",185646204,185646776,573,"*","Shared","Promoter (<=1kb)",1,185646463,185657167,10705,1,"105371653","ENST00000658071.1",0,"GS1-204I12.4"
"chr1",188027640,188028017,378,"*","Shared","Intron (ENST00000648838.2/ENST00000648838.2, intron 1 of 3)",1,187307491,187487207,179717,1,"106144535","ENST00000667298.1",720149,"LINC01037"
"chr1",192550835,192551399,565,"*","Shared","Intron (ENST00000642855.1/105371664, intron 4 of 7)",1,192575763,192577276,1514,1,"5996","ENST00000474373.1",-24364,"RGS1"
"chr1",192569992,192570520,529,"*","Shared","Intron (ENST00000642855.1/105371664, intron 3 of 7)",1,192575763,192577276,1514,1,"5996","ENST00000474373.1",-5243,"RGS1"
"chr1",193211612,193211921,310,"*","Shared","Intron (ENST00000649895.1/79577, intron 11 of 15)",1,193233026,193251168,18143,1,"79577","ENST00000477868.1",-21105,"CDC73"
"chr1",197321019,197321556,538,"*","Shared","Intron (ENST00000535699.5/23418, intron 1 of 12)",1,197360349,197421441,61093,1,"23418","ENST00000476483.1",-38793,"CRB1"
